
0,10,1132,0,0
1,10,1132,780,352
2,10,1132,792,1435
3,10,1132,831,2527
4,10,1132,831,3657
0,10,1132,0,0
1,10,1132,735,397
2,10,1132,771,1420
3,10,1132,773,2550
4,10,1132,774,3681
0,10,1132,0,0
1,10,1132,238,894
2,10,1132,243,1914
3,10,1132,243,3039
4,10,1132,245,4169
0,10,1132,0,0
1,10,1132,847,285
2,10,1132,877,1333
3,10,1132,879,2396
4,10,1132,881,3485
0,9,1132,0,0
1,9,1132,757,375
2,9,1132,757,936
3,9,1132,757,1568
4,9,1132,757,2700
0,10,1132,0,0
1,10,1132,842,290
2,10,1132,846,1324
3,10,1132,847,2455
4,10,1132,848,3586
1,10,1132,773,359
2,10,1132,777,1402
3,10,1132,777,2449
4,10,1132,777,3581
5,10,1132,777,4713
1,10,1132,377,755
2,10,1132,378,1629
3,10,1132,379,2750
4,10,1132,379,3882
5,10,1132,379,5014
1,9,1132,784,348
2,9,1132,895,1369
3,9,1132,895,2501
4,9,1132,895,3633
5,9,1132,895,4765
1,10,1132,395,737
2,10,1132,397,1668
3,10,1132,398,2799
4,10,1132,398,3931
5,10,1132,401,5060
1,10,1132,831,301
2,10,1132,862,1402
3,10,1132,863,2533
4,10,1132,863,3665
5,10,1132,863,4797
1,10,1132,644,488
2,10,1132,649,1081
3,10,1132,651,2211
4,10,1132,652,3342
5,10,1132,652,4474
1,10,1132,795,337
2,10,1132,834,1414
3,10,1132,834,2546
4,10,1132,835,3677
5,10,1132,836,4808
1,10,1132,813,319
2,10,1132,850,1381
3,10,1132,850,2512
4,10,1132,850,3643
5,10,1132,852,4773
1,10,1132,351,781
2,10,1132,357,1767
3,10,1132,357,2899
4,10,1132,359,4023
5,10,1132,360,5154
1,10,1132,807,325
2,10,1132,820,944
3,10,1132,919,1977
4,10,1132,919,3109
5,10,1132,923,4237
1,20,1132,909,223
2,20,1132,914,708
3,20,1132,916,1243
4,20,1132,926,1865
5,20,1132,939,2984
1,19,1132,902,230
2,19,1132,903,661
3,19,1132,911,1217
4,19,1132,912,2305
5,19,1132,913,3418
1,20,1132,896,236
2,20,1132,920,624
3,20,1132,921,1222
4,20,1132,927,1814
5,20,1132,930,2942
1,19,1132,962,170
2,19,1132,976,1133
3,19,1132,977,2262
4,19,1132,978,3393
5,19,1132,978,4490
1,18,1132,810,322
2,18,1132,813,770
3,18,1132,816,1787
4,18,1132,817,2853
5,18,1132,818,3953
1,20,1132,851,281
2,20,1132,852,777
3,20,1132,852,1844
4,20,1132,852,2936
5,20,1132,855,4026
1,19,1132,912,220
2,19,1132,919,699
3,19,1132,920,1780
4,19,1132,922,2852
5,19,1132,922,3944
1,19,1132,865,267
2,19,1132,871,800
3,19,1132,889,1860
4,19,1132,890,2925
5,19,1132,890,4054
1,19,1132,961,171
2,19,1132,980,607
3,19,1132,980,1622
4,19,1132,981,2658
5,19,1132,984,3786
1,20,1132,1043,89
2,20,1132,1057,952
3,20,1132,1067,2063
4,20,1132,1068,3183
5,20,1132,1068,4314
1,30,1132,922,210
2,30,1132,944,537
3,30,1132,946,901
4,30,1132,955,1885
5,30,1132,978,2986
1,29,1132,897,235
2,29,1132,902,619
3,29,1132,920,1146
4,29,1132,936,2212
5,29,1132,936,3272
1,30,1132,1003,129
2,30,1132,1003,412
3,30,1132,1004,750
4,30,1132,1006,1272
5,30,1132,1017,1891
1,30,1132,1008,124
2,30,1132,1016,406
3,30,1132,1019,915
4,30,1132,1025,1526
5,30,1132,1036,2639
1,29,1132,1058,74
2,29,1132,1058,324
3,29,1132,1059,769
4,29,1132,1061,1364
5,29,1132,1082,1972
1,29,1132,971,161
2,29,1132,971,911
3,29,1132,971,1717
4,29,1132,972,2781
5,29,1132,972,3841
1,27,1132,993,139
2,27,1132,1004,518
3,27,1132,1005,1042
4,27,1132,1006,1673
5,27,1132,1009,2300
1,28,1132,913,219
2,28,1132,918,601
3,28,1132,948,1607
4,28,1132,948,2698
5,28,1132,948,3790
1,28,1132,1009,123
2,28,1132,1010,421
3,28,1132,1012,905
4,28,1132,1014,1443
5,28,1132,1015,2548
1,29,1132,1044,88
2,29,1132,1045,376
3,29,1132,1052,826
4,29,1132,1055,1809
5,29,1132,1055,2820
1,37,1132,1090,42
2,37,1132,1092,270
3,37,1132,1095,709
4,37,1132,1100,1699
5,37,1132,1102,2795
1,37,1132,1084,48
2,37,1132,1095,322
3,37,1132,1097,781
4,37,1132,1097,1330
5,37,1132,1099,1943
1,36,1132,1059,73
2,36,1132,1068,891
3,36,1132,1078,1769
4,36,1132,1079,2750
5,36,1132,1080,3842
1,39,1132,1079,53
2,39,1132,1084,212
3,39,1132,1086,478
4,39,1132,1087,920
5,39,1132,1089,1541
1,39,1132,1054,78
2,39,1132,1062,214
3,39,1132,1064,623
4,39,1132,1065,1160
5,39,1132,1065,2223
1,38,1132,1021,111
2,38,1132,1025,289
3,38,1132,1025,631
4,38,1132,1026,1257
5,38,1132,1026,1878
1,36,1132,1075,57
2,36,1132,1075,767
3,36,1132,1078,1632
4,36,1132,1082,2612
5,36,1132,1084,3660
1,39,1132,1030,102
2,39,1132,1039,257
3,39,1132,1040,584
4,39,1132,1040,1042
5,39,1132,1040,1559
1,36,1132,1039,93
2,36,1132,1041,333
3,36,1132,1042,742
4,36,1132,1043,1216
5,36,1132,1045,1801
1,37,1132,1031,101
2,37,1132,1035,241
3,37,1132,1043,534
4,37,1132,1046,1039
5,37,1132,1052,2109
1,47,1132,1057,75
2,47,1132,1062,244
3,47,1132,1063,470
4,47,1132,1064,887
5,47,1132,1066,1315
1,48,1132,1079,53
2,48,1132,1084,272
3,48,1132,1085,631
4,48,1132,1092,1089
5,48,1132,1092,1670
1,45,1132,1031,101
2,45,1132,1037,264
3,45,1132,1039,585
4,45,1132,1040,1038
5,45,1132,1041,1600
1,46,1132,1083,49
2,46,1132,1088,318
3,46,1132,1089,665
4,46,1132,1090,1205
5,46,1132,1090,1759
1,48,1132,1052,80
2,48,1132,1060,266
3,48,1132,1062,561
4,48,1132,1063,929
5,48,1132,1066,1890
1,49,1132,1081,51
2,49,1132,1086,191
3,49,1132,1086,958
4,49,1132,1086,1850
5,49,1132,1086,2789
1,47,1132,1069,63
2,47,1132,1086,270
3,47,1132,1092,487
4,47,1132,1099,1402
5,47,1132,1099,2459
1,44,1132,1050,82
2,44,1132,1051,322
3,44,1132,1054,583
4,44,1132,1058,1053
5,44,1132,1066,2070
1,43,1132,979,153
2,43,1132,1011,405
3,43,1132,1020,1314
4,43,1132,1020,2297
5,43,1132,1022,3284
1,49,1132,1054,78
2,49,1132,1072,172
3,49,1132,1072,536
4,49,1132,1072,1001
5,49,1132,1072,1507
1,53,1132,1093,39
2,53,1132,1095,149
3,53,1132,1102,386
4,53,1132,1102,1218
5,53,1132,1102,2083
1,54,1132,1081,51
2,54,1132,1086,173
3,54,1132,1086,389
4,54,1132,1086,777
5,54,1132,1086,1381
1,57,1132,1042,90
2,57,1132,1043,323
3,57,1132,1043,665
4,57,1132,1046,1130
5,57,1132,1048,1660
1,54,1132,1012,120
2,54,1132,1025,362
3,54,1132,1026,806
4,54,1132,1027,1351
5,54,1132,1028,1889
1,55,1132,1094,38
2,55,1132,1101,148
3,55,1132,1105,414
4,55,1132,1105,824
5,55,1132,1112,1354
1,54,1132,1088,44
2,54,1132,1095,225
3,54,1132,1098,438
4,54,1132,1098,846
5,54,1132,1101,1349
1,58,1132,1011,121
2,58,1132,1028,274
3,58,1132,1029,507
4,58,1132,1033,866
5,58,1132,1043,1196
1,54,1132,1062,70
2,54,1132,1069,156
3,54,1132,1070,387
4,54,1132,1073,664
5,54,1132,1079,1197
1,57,1132,1106,26
2,57,1132,1113,143
3,57,1132,1116,452
4,57,1132,1116,849
5,57,1132,1116,1819
1,51,1132,1039,93
2,51,1132,1044,353
3,51,1132,1051,678
4,51,1132,1051,1047
5,51,1132,1052,1507
1,66,1132,1096,36
2,66,1132,1106,134
3,66,1132,1111,236
4,66,1132,1111,451
5,66,1132,1111,861
1,66,1132,1091,41
2,66,1132,1096,140
3,66,1132,1105,305
4,66,1132,1107,605
5,66,1132,1108,906
1,62,1132,1099,33
2,62,1132,1113,229
3,62,1132,1114,481
4,62,1132,1115,806
5,62,1132,1115,1140
1,65,1132,1095,37
2,65,1132,1100,209
3,65,1132,1102,509
4,65,1132,1104,854
5,65,1132,1105,1303
1,65,1132,1100,32
2,65,1132,1102,127
3,65,1132,1109,358
4,65,1132,1110,707
5,65,1132,1111,1159
1,62,1132,1066,66
2,62,1132,1075,175
3,62,1132,1075,321
4,62,1132,1077,618
5,62,1132,1078,971
1,61,1132,1091,41
2,61,1132,1105,223
3,61,1132,1105,462
4,61,1132,1107,776
5,61,1132,1109,1097
1,55,1132,1069,63
2,55,1132,1071,162
3,55,1132,1073,368
4,55,1132,1074,680
5,55,1132,1075,1075
1,63,1132,1058,74
2,63,1132,1061,267
3,63,1132,1061,542
4,63,1132,1068,897
5,63,1132,1068,1273
1,64,1132,1100,32
2,64,1132,1105,97
3,64,1132,1105,314
4,64,1132,1115,664
5,64,1132,1116,1121
1,75,1132,1092,40
