
2,75,1132,1105,91
3,75,1132,1105,312
4,75,1132,1106,1060
5,75,1132,1106,1930
1,69,1132,1098,34
2,69,1132,1101,139
3,69,1132,1114,275
4,69,1132,1116,601
5,69,1132,1119,954
1,66,1132,1080,52
2,66,1132,1081,129
3,66,1132,1093,367
4,66,1132,1093,668
5,66,1132,1093,1153
1,75,1132,1100,32
2,75,1132,1109,76
3,75,1132,1109,315
4,75,1132,1109,549
5,75,1132,1109,916
1,76,1132,1088,44
2,76,1132,1090,107
3,76,1132,1099,245
4,76,1132,1100,510
5,76,1132,1101,836
1,74,1132,1104,28
2,74,1132,1114,184
3,74,1132,1114,430
4,74,1132,1114,709
5,74,1132,1114,1499
1,72,1132,1094,38
2,72,1132,1105,156
3,72,1132,1107,389
4,72,1132,1107,676
5,72,1132,1108,997
1,68,1132,1102,30
2,68,1132,1103,120
3,68,1132,1107,303
4,68,1132,1110,533
5,68,1132,1110,1026
1,66,1132,1094,38
2,66,1132,1099,159
3,66,1132,1099,427
4,66,1132,1099,731
5,66,1132,1099,1177
1,73,1132,1090,42
2,73,1132,1090,110
3,73,1132,1097,323
4,73,1132,1097,683
5,73,1132,1098,1072
1,77,1132,1098,34
2,77,1132,1101,76
3,77,1132,1114,157
4,77,1132,1115,423
5,77,1132,1115,833
1,77,1132,1092,40
2,77,1132,1100,104
3,77,1132,1100,187
4,77,1132,1101,283
5,77,1132,1101,1030
1,80,1132,1106,26
2,80,1132,1109,113
3,80,1132,1111,251
4,80,1132,1111,512
5,80,1132,1111,806
1,87,1132,1103,29
2,87,1132,1118,69
3,87,1132,1119,214
4,87,1132,1119,388
5,87,1132,1120,624
1,78,1132,1111,21
2,78,1132,1111,93
3,78,1132,1111,190
4,78,1132,1113,388
5,78,1132,1113,760
1,77,1132,1097,35
2,77,1132,1103,123
3,77,1132,1113,310
4,77,1132,1114,574
5,77,1132,1114,968
1,77,1132,1101,31
2,77,1132,1101,70
3,77,1132,1101,151
4,77,1132,1108,505
5,77,1132,1108,927
1,80,1132,1094,38
2,80,1132,1102,104
3,80,1132,1105,191
4,80,1132,1106,338
5,80,1132,1107,766
1,79,1132,1084,48
2,79,1132,1091,127
3,79,1132,1093,241
4,79,1132,1093,366
5,79,1132,1093,762
1,74,1132,1096,36
2,74,1132,1105,82
3,74,1132,1105,150
4,74,1132,1106,350
5,74,1132,1106,728
